"Tabela 4 - Vitaminas na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Reti-
nol
(mcg)","Vitami-
na A
(RAE)
(mcg)","Tiami-
na
(mg)","Ribofla-
vina
(mg)","Niaci-
na
(mg)","Niaci-
na
(NE)
(mg)","Pirido-
xina
(mg)","Coba-
lami-
na
(mcg)","Folato
(DFE)
(mcg)","Vitami-
na D
(mcg)","Vitami-
na E
7007502,"Creme de queijo",99,"Não se aplica","127,23","130,14","0,06","0,25","0,31","3,08","0,05","0,60","13,29","0,89","0,26","-"
7007701,"Caldo de peixe",99,"Não se aplica","1,00","1,00","-","0,03","1,37","1,75","0,01","0,10","4,00","0,19","0,15","-"
7007901,"Caldo de tomate",99,"Não se aplica","-","6,33","0,04","0,03","0,48","0,61","0,02","-","8,79","-","0,49","5,69"
7009102,"Gergelim",99,"Não se aplica","-","3,33","0,70","0,09","5,80","11,30","0,40","-","115,00","-","1,68","-"
7010301,"Tomate seco",99,"Não se aplica","-","64,33","0,19","0,38","3,63","4,25","0,32","-","23,00","-","1,85","101,80"
7010401,"Maionese (molho) light",99,"Não se aplica","10,11","13,62","0,01","0,03","0,02","0,13","0,02","0,06","3,70","0,07","0,82","0,11"
7010501,"Molho de soja light",99,"Não se aplica","-","-","0,05","0,13","3,37","4,60","0,17","-","16,04","-","-","-"
7010601,"Leite de coco light",99,"Não se aplica","-","-","0,02","-","0,67","0,99","0,03","-","14,03","-","0,01","1,10"
7079202,"Vinagrete",99,"Não se aplica","-","39,19","0,03","0,02","0,27","0,39","0,05","-","17,93","-","1,07","13,73"
"Carnes e vísceras",,,,,,,,,,,,,,,
7100101,"Filé-mignon",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100101,"Filé-mignon",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100101,"Filé-mignon",4,"Assado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100101,"Filé-mignon",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7100101,"Filé-mignon",6,"Empanado(a)/à milanesa","-","-","0,11","0,19","5,62","9,08","0,41","1,71","19,07","0,60","0,64","-"
7100101,"Filé-mignon",7,"Refogado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7100101,"Filé-mignon",8,"Molho vermelho","-","3,48","0,06","0,14","4,48","7,21","0,34","1,37","10,20","0,48","0,63","1,40"
7100101,"Filé-mignon",9,"Molho branco","20,70","21,08","0,08","0,17","4,38","7,35","0,33","1,46","11,60","0,71","0,41","0,00"
7100101,"Filé-mignon",11,"Com manteiga/óleo","17,91","18,26","0,07","0,16","5,36","8,73","0,40","1,72","10,08","0,64","0,49","-"
7100101,"Filé-mignon",99,"Não se aplica","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100201,"Contrafilé",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100201,"Contrafilé",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100201,"Contrafilé",4,"Assado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100201,"Contrafilé",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7100201,"Contrafilé",6,"Empanado(a)/à milanesa","-","-","0,11","0,19","5,62","9,08","0,41","1,71","19,07","0,60","0,64","-"
7100201,"Contrafilé",7,"Refogado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7100201,"Contrafilé",8,"Molho vermelho","-","3,48","0,06","0,14","4,48","7,21","0,34","1,37","10,20","0,48","0,63","1,40"
7100205,"Bisteca bovina",1,"Cru(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7100205,"Bisteca bovina",2,"Cozido(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7100205,"Bisteca bovina",3,"Grelhado(a)/brasa/churrasco","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7100205,"Bisteca bovina",4,"Assado(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7100205,"Bisteca bovina",5,"Frito(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7100205,"Bisteca bovina",6,"Empanado(a)/à milanesa","-","-","0,11","0,15","7,14","10,07","0,54","1,52","17,07","0,60","0,70","-"
7100205,"Bisteca bovina",7,"Refogado(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7100205,"Bisteca bovina",8,"Molho vermelho","-","3,48","0,05","0,13","2,16","4,08","0,20","2,10","6,20","0,48","0,52","1,40"
7100301,"Alcatra",1,"Cru(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100301,"Alcatra ",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100301,"Alcatra",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100301,"Alcatra",4,"Assado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100301,"Alcatra",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,89","-"
7100301,"Alcatra",6,"Empanado(a)/à milanesa","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,89","-"
7100301,"Alcatra",7,"Refogado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,89","-"
7100301,"Alcatra",8,"Molho vermelho","-","3,48","0,06","0,14","4,48","7,21","0,34","1,37","10,20","0,48","0,63","1,40"
7100301,"Alcatra",12,"Ao vinagrete","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100301,"Alcatra",13,"Ensopado","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,89","-"
7100303,"Maminha",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100303,"Maminha",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100303,"Maminha",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100303,"Maminha",8,"Molho vermelho","-","3,48","0,06","0,21","3,24","6,44","0,24","2,16","9,40","0,56","0,40","1,40"
7100304,"Picanha",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100304,"Picanha",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100304,"Picanha",4,"Assado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7100304,"Picanha ",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,89","-"
7100304,"Picanha ",13,"Ensopado","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,89","-"
7100501,"Patinho",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100501,"Patinho",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100501,"Patinho",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100501,"Patinho",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100501,"Patinho",6,"Empanado(a)/à milanesa","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100501,"Patinho",8,"Molho vermelho","-","3,48","0,06","0,21","3,24","6,44","0,24","2,16","9,40","0,56","0,40","1,40"
7100501,"Patinho",13,"Ensopado","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100502,"Cabeça de lombo (carne bovina)",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100502,"Cabeça de lombo (carne bovina)",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100502,"Cabeça de lombo (carne bovina)",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100502,"Cabeça de lombo (carne bovina)",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100502,"Cabeça de lombo (carne bovina)",6,"Empanado(a)/à milanesa","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100502,"Cabeça de lombo (carne bovina)",7,"Refogado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100604,"Posta branca",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100604,"Posta branca",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100604,"Posta branca",8,"Molho vermelho","-","3,48","0,06","0,21","3,24","6,44","0,24","2,16","9,40","0,56","0,40","1,40"
7100606,"Tatu (lagarto redondo)",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100606,"Tatu (lagarto redondo)",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100606,"Tatu (lagarto redondo)",7,"Refogado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100606,"Tatu (lagarto redondo)",99,"Não se aplica","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100607,"Paulista",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100607,"Paulista",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100608,"Lombo paulista (carne bovina)",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100608,"Lombo paulista (carne bovina)",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100608,"Lombo paulista (carne bovina)",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100608,"Lombo paulista (carne bovina)",13,"Ensopado","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7100702,"Posta vermelha",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7100801,"Acém",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100801,"Acém",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100801,"Acém",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7100801,"Acém",6,"Empanado(a)/à milanesa","-","-","0,12","0,25","3,47","7,93","0,26","2,83","18,07","0,70","0,35","-"
7100801,"Acém",7,"Refogado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7100801,"Acém",13,"Ensopado","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7100803,"Agulha (acém)",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100803,"Agulha (acém)",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100803,"Agulha (acém)",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7100905,"Paleta ",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100905,"Paleta ",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7100905,"Paleta ",8,"Molho vermelho","-","3,48","0,07","0,19","2,76","6,29","0,22","2,26","9,40","0,56","0,40","1,40"
7100905,"Paleta ",13,"Ensopado","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7100908,"Pá com osso",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100908,"Pá com osso",3,"Grelhado(a)/brasa/churrasco","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7100908,"Pá com osso",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101001,"Músculo bovino",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7101001,"Músculo bovino",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7101001,"Músculo bovino",8,"Molho vermelho","-","3,48","0,06","0,21","3,24","6,44","0,24","2,16","9,40","0,56","0,40","1,40"
7101001,"Músculo bovino",13,"Ensopado","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,35","-"
7101001,"Músculo bovino",15,"Sopa","-","0,75","0,05","0,06","1,28","1,96","0,07","0,34","10,13","0,09","0,04","1,57"
7101006,"Chambaril",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101006,"Chambaril",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101006,"Chambaril",7,"Refogado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7101009,"Carne marica bovina",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7101009,"Carne marica bovina",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,35","-"
7101009,"Carne marica bovina",7,"Refogado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,35","-"
7101011,"Vazio (carne bovina)",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7101011,"Vazio (carne bovina)",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7101011,"Vazio (carne bovina)",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7101101,"Peito bovino",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7101101,"Peito bovino",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7101202,"Fraldinha (capa de filé)",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7101202,"Fraldinha (capa de filé)",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7101202,"Fraldinha (capa de filé)",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7101202,"Fraldinha (capa de filé)",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,35","-"
7101203,"Aba de filé ",1,"Cru(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101203,"Aba de filé ",3,"Grelhado(a)/brasa/churrasco","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101203,"Aba de filé ",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7101301,"Costela bovina",2,"Cozido(a)","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101301,"Costela bovina",4,"Assado(a)","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101301,"Costela bovina",7,"Refogado(a)","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101301,"Costela bovina",13,"Ensopado","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101704,"Jacaré (carne bovina de segunda c/ osso)",2,"Cozido(a)","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101704,"Jacaré (carne bovina de segunda c/ osso)",4,"Assado(a)","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101704,"Jacaré (carne bovina de segunda c/ osso)",5,"Frito(a)","-","-","0,07","0,17","3,43","7,65","0,23","2,55","7,00","0,60","0,24","-"
7101706,"Filé de segunda",3,"Grelhado(a)/brasa/churrasco","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101706,"Filé de segunda",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7101706,"Filé de segunda",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7101706,"Filé de segunda",6,"Empanado(a)/à milanesa","-","-","0,12","0,25","3,47","7,93","0,26","2,83","18,07","0,70","0,35","-"
7101706,"Filé de segunda",10,"Ao alho e óleo","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7101801,"Víscera bovina ",2,"Cozido(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,51","1,90"
7101801,"Víscera bovina ",5,"Frito(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,72","1,90"
7101806,"Panelada (vísceras bovinas não especificadas)",2,"Cozido(a)","1539,87","1553,60","0,14","0,81","4,90","7,36","0,39","6,66","232,51","0,10","0,58","34,22"
7101806,"Panelada (vísceras bovinas não especificadas)",13,"Ensopado","1539,87","1553,60","0,14","0,81","4,90","7,36","0,39","6,66","232,51","0,10","0,58","34,22"
7101901,"Coração bovino",2,"Cozido(a)","-","-","0,10","1,21","6,68","12,05","0,25","10,80","5,00","-","0,29","-"
7101901,"Coração bovino",3,"Grelhado(a)/brasa/churrasco","-","-","0,10","1,21","6,68","12,05","0,25","10,80","5,00","-","0,29","-"
7101901,"Coração bovino",4,"Assado(a)","-","-","0,10","1,21","6,68","12,05","0,25","10,80","5,00","-","0,29","-"
7101901,"Coração bovino",5,"Frito(a)","-","-","0,10","1,21","6,68","12,05","0,25","10,80","5,00","-","0,50","-"
7102001,"Rim de boi ",2,"Cozido(a)","-","-","0,16","2,97","3,92","8,92","0,39","24,90","83,00","0,80","0,08","-"
7102102,"Bofe bovino",4,"Assado(a)","-","-","0,16","2,97","3,92","8,92","0,39","24,90","83,00","0,80","0,08","-"
7102102,"Bofe bovino",5,"Frito(a)","-","-","0,16","2,97","3,92","8,92","0,39","24,90","83,00","0,80","0,29","-"
7102102,"Bofe bovino",7,"Refogado(a)","-","-","0,16","2,97","3,92","8,92","0,39","24,90","83,00","0,80","0,29","-"
7102201,"Miolo de boi",2,"Cozido(a)","-","5,83","0,07","0,22","3,62","5,12","0,14","10,10","5,00","-","1,67","10,50"
7102401,"Tripa bovina",2,"Cozido(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102401,"Tripa bovina",3,"Grelhado(a)/brasa/churrasco","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102401,"Tripa bovina",4,"Assado(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102401,"Tripa bovina",5,"Frito(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,35","-"
7102402,"Dobradinha fresca",2,"Cozido(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102402,"Dobradinha fresca",4,"Assado(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102402,"Dobradinha fresca",8,"Molho vermelho","-","3,48","0,01","0,03","0,56","1,62","0,02","0,58","4,60","-","0,40","1,40"
7102402,"Dobradinha fresca",13,"Ensopado","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,35","-"
7102402,"Dobradinha fresca",99,"Não se aplica","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102403,"Fato bovino",2,"Cozido(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102403,"Fato bovino",5,"Frito(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,35","-"
7102404,"Fato caprino",2,"Cozido(a)","-","-","-","0,03","0,46","1,74","-","0,72","3,00","-","0,14","-"
7102501,"Fígado bovino",1,"Cru(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,51","1,90"
7102501,"Fígado bovino",2,"Cozido(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,51","1,90"
7102501,"Fígado bovino",3,"Grelhado(a)/brasa/churrasco","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,51","1,90"
7102501,"Fígado bovino",4,"Assado(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,51","1,90"
7102501,"Fígado bovino",5,"Frito(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,72","1,90"
7102501,"Fígado bovino",6,"Empanado(a)/à milanesa","9428,00","9442,42","0,23","3,45","17,79","24,02","1,02","70,58","262,07","0,40","0,72","1,90"
7102501,"Fígado bovino",7,"Refogado(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,72","1,90"
7102501,"Fígado bovino",8,"Molho vermelho","7542,40","7557,42","0,16","2,75","14,22","19,16","0,83","56,46","204,60","0,32","0,69","2,92"
