" Tabela 3 - Minerais na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Cálcio 
(mg)","Mag-
nésio 
(mg)","Man-
ganês 
(mg)","Fósforo 
(mg)","Ferro 
(mg)","Sódio 
(mg)","Sódio 
de 
adição 
(mg)","Potás-
sio
(mg)","Co-
bre 
(mg)","Zinco
(mg)","Selê-
nio
(mcg)"
"Cereais e leguminosas",,,,,,,,,,,,,,
8202805,"Tereré",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
8203401,"Levedo de cerveja",99,"Não se aplica","86,00","180,00","0,19","104,00","36,00","3400,00","-","1800,00","0,30","2,10","18,00"
8203501,"Refrigerante não especificado",99,"Não se aplica","1,99","-","0,00","9,97","0,11","3,99","-","1,99","0,00","0,02","0,10"
8203603,"Cevada em pó",99,"Não se aplica","29,00","79,00","1,32","221,00","2,50","9,00","-","280,00","0,42","2,13","37,70"
8204503,"Chocomilk ",99,"Não se aplica","112,44","13,05","0,08","101,39","0,24","60,23","-","167,65","0,07","0,41","1,91"
8204902,"Água tônica tradicional",99,"Não se aplica","2,00","1,00","0,00","-","0,11","9,00","-","1,00","0,00","0,04","-"
8205201,"Chá diet (preto, camomila, erva-cidreira, capim-limão, etc.) ",99,"Não se aplica","-","2,98","0,22","0,99","0,02","2,98","-","36,77","0,01","0,02","0,00"
8205402,"Paraguai refrigerante tradicional",99,"Não se aplica","1,00","-","-","-","-","9,00","-","1,00","-","-","-"
8205803,"Gatorade",99,"Não se aplica","1,00","2,00","0,05","7,00","0,22","30,01","-","14,01","0,25","0,20","0,30"
8205901,"Bebida energética",99,"Não se aplica","13,10","3,02","0,00","-","0,02","84,65","-","3,02","0,01","-","0,20"
8206301,"Chá (preto, camomila, erva-cidreira, capim-limão, etc.)",99,"Não se aplica","-","3,00","0,22","1,00","0,02","3,00","-","37,03","0,01","0,02","-"
8206402,"Café solúvel capuccino ",99,"Não se aplica","4,05","3,12","0,01","1,96","0,03","50,10","-","22,94","0,01","0,02","0,11"
8207401,"Refrigerante de guaraná diet",99,"Não se aplica","-","-","-","-","-","15,00","-","-","-","-","-"
8207402,"Guaraná diet",99,"Não se aplica","-","-","-","-","-","15,00","-","-","-","-","-"
8207601,"Refrigerante de limão diet",99,"Não se aplica","4,00","1,00","0,02","-","0,04","6,01","-","2,00","0,03","-","-"
8207705,"Fanta uva light",99,"Não se aplica","4,00","1,00","0,02","-","0,04","6,01","-","2,00","0,03","-","-"
8208104,"Mate light",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
8209002,"Água tônica light",99,"Não se aplica","2,00","1,00","0,00","-","0,11","9,00","-","1,00","0,00","0,04","-"
8209102,"Paraguai refrigerante light",99,"Não se aplica","3,00","1,00","0,11","9,01","0,11","8,01","-","8,01","0,00","0,01","-"
8211002,"Q-suco light",99,"Não se aplica","5,68","-","0,00","-","0,02","1,68","-","0,20","0,01","0,00","0,03"
8211003,"Q-refresko light",99,"Não se aplica","5,68","-","0,00","-","0,02","1,68","-","0,20","0,01","0,00","0,03"
8211102,"Q-suco diet",99,"Não se aplica","5,68","-","0,00","-","0,02","1,68","-","0,20","0,01","0,00","0,03"
8212401,"Café capuccino solúvel light",99,"Não se aplica","3,39","1,79","0,00","0,74","0,01","24,95","-","8,81","0,01","0,01","0,03"
8212501,"Café capuccino solúvel diet",99,"Não se aplica","3,39","1,79","0,00","0,74","0,01","24,95","-","8,81","0,01","0,01","0,03"
8212902,"Água tônica diet",99,"Não se aplica","2,00","1,00","0,00","-","0,11","9,00","-","1,00","0,00","0,04","-"
8212906,"Refrigerante de quinino dietético",99,"Não se aplica","2,00","1,00","0,00","-","0,11","9,00","-","1,00","0,00","0,04","-"
8213003,"Chá mate orgânico",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
8213004,"Chimarrão orgânico",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
8213601,"Suco de clorofila",99,"Não se aplica","12,97","7,53","0,08","4,56","0,29","52,14","-","37,97","0,01","0,06","0,12"
8273902,"Café com farinha",99,"Não se aplica","33,50","20,00","0,01","22,50","0,56","1,50","-","194,52","0,04","0,21","-"
"Bebidas alcoólicas",,,,,,,,,,,,,,
8300101,"Cerveja (com ou sem álcool)",99,"Não se aplica","4,02","6,03","0,01","14,06","0,02","4,02","-","27,12","0,01","0,01","0,60"
8300201,"Chopp",99,"Não se aplica","4,02","6,03","0,01","14,06","0,02","4,02","-","27,12","0,01","0,01","0,60"
8300301,"Aguardente",99,"Não se aplica","-","-","-","-","-","3,00","-","-","0,06","-","-"
8300302,"Cachaça",99,"Não se aplica","-","-","-","-","-","3,00","-","-","0,06","-","-"
8300501,"Batida de qualquer sabor",99,"Não se aplica","7,07","8,26","0,37","17,54","0,39","1,60","-","92,64","0,08","0,16","0,24"
8300701,"Rum",99,"Não se aplica","-","-","0,02","3,99","0,04","1,00","-","1,99","0,02","0,04","-"
8300801,"Vodka",99,"Não se aplica","-","-","0,02","3,76","0,04","0,94","-","1,88","0,02","0,04","-"
8301001,"Uísque",99,"Não se aplica","-","-","0,02","3,99","0,04","1,00","-","1,99","0,02","0,04","-"
8301002,"Whisky",99,"Não se aplica","-","-","0,02","3,99","0,04","1,00","-","1,99","0,02","0,04","-"
8301201,"Champanhe",99,"Não se aplica","9,00","10,00","0,12","18,00","0,27","5,00","-","71,00","0,00","0,12","0,10"
8301202,"Sidra champanhe",99,"Não se aplica","9,00","10,00","0,12","18,00","0,27","5,00","-","71,00","0,00","0,12","0,10"
8301501,"Martini",99,"Não se aplica","1,62","2,43","0,04","7,73","0,12","1,58","-","27,29","0,02","0,06","0,04"
8301601,"Conhaque",99,"Não se aplica","-","-","0,02","4,00","0,04","1,00","-","2,00","0,02","0,04","-"
8301701,"Drink dreher",99,"Não se aplica","-","-","-","-","-","3,00","-","-","0,06","-","-"
8301901,"Licor de qualquer sabor",99,"Não se aplica","1,00","-","0,02","1,00","0,06","1,99","-","1,99","0,08","0,07","0,50"
8302409,"Cajuína",99,"Não se aplica","-","-","-","-","-","15,00","-","-","-","-","-"
8302415,"Vinho",99,"Não se aplica","7,95","11,93","0,13","22,87","0,46","3,98","-","126,26","0,01","0,14","0,20"
8302416,"Catuaba",99,"Não se aplica","-","-","-","-","-","3,00","-","-","0,06","-","-"
8302901,"Coquetel de frutas",99,"Não se aplica","7,07","8,26","0,37","17,54","0,39","1,60","-","92,64","0,08","0,16","0,24"
8303101,"Caipirinha",99,"Não se aplica","5,75","2,55","0,01","2,34","0,04","14,38","-","27,17","0,01","0,07","0,27"
8303501,"Bebida alcoólica ",99,"Não se aplica","-","-","-","-","-","3,00","-","-","0,06","-","-"
8303615,"Vinho orgânico",99,"Não se aplica","7,95","11,93","0,13","22,87","0,46","3,98","-","126,26","0,01","0,14","0,20"
8304301,"Cerveja (com ou sem álcool) light",99,"Não se aplica","4,00","5,00","0,01","12,00","0,03","4,00","-","21,00","0,01","0,01","0,40"
8304502,"Caxiri (aguardente de mandioca)",99,"Não se aplica","-","-","-","-","-","3,00","-","-","0,06","-","-"
"Óleos e gorduras",,,,,,,,,,,,,,
8400101,"Azeite de oliva",99,"Não se aplica","1,00","-","-","-","0,56","2,01","-","1,00","-","-","-"
8400301,"Óleo de soja",99,"Não se aplica","-","-","-","-","0,05","-","-","-","-","0,01","45,61"
8401801,"Banha suína",99,"Não se aplica","-","-","-","-","-","-","-","-","0,07","0,11","0,20"
8403001,"Banha bovina",99,"Não se aplica","19,00","6,00","-","64,00","1,08","23,00","-","99,00","0,04","1,24","8,30"
8403201,"Óleo não especificado",99,"Não se aplica","-","-","-","-","0,05","-","-","-","-","0,01","45,61"
8403501,"Óleo de dendê",99,"Não se aplica","-","-","-","-","-","-","-","-","0,10","-","-"
"Miscelâneas",,,,,,,,,,,,,,
8500201,"Salgadinho",99,"Não se aplica","84,48","19,50","0,18","154,25","2,05","165,16","-","213,11","0,08","2,49","21,36"
8500202,"Pastel (queijo, carne, palmito, etc.)",99,"Não se aplica","18,34","16,77","0,31","108,95","2,48","413,20","100,00","127,61","0,09","0,93","30,81"
8500203,"Croquete ",99,"Não se aplica","84,48","19,50","0,18","154,25","2,05","165,16","-","213,11","0,08","2,49","21,36"
8500205,"Coxinha ",99,"Não se aplica","84,48","19,50","0,18","154,25","2,05","165,16","-","213,11","0,08","2,49","21,36"
8500206,"Empada (queijo, carne, camarão, etc.)",99,"Não se aplica","12,56","11,32","0,19","74,34","1,06","193,95","-","136,56","0,07","0,43","8,46"
8500207,"Rissole  (queijo, carne, camarão, etc.)",99,"Não se aplica","84,48","19,50","0,18","154,25","2,05","165,16","-","213,11","0,08","2,49","21,36"
8500209,"Acarajé",99,"Não se aplica","124,00","51,00","0,59","142,00","1,90","305,00","-","354,00","0,23","1,20","-"
8500210,"Torresmo ",99,"Não se aplica","30,00","11,00","0,07","85,00","0,88","1838,00","-","127,00","0,09","0,56","41,00"
8500211,"Quibe ",99,"Não se aplica","84,48","19,50","0,18","154,25","2,05","165,16","-","213,11","0,08","2,49","21,36"
8500212,"Abará (Bahia)",99,"Não se aplica","124,00","51,00","0,59","142,00","1,90","305,00","-","354,00","0,23","1,20","-"
8500213,"Paçoca de carne de sol",99,"Não se aplica","38,61","24,14","0,01","59,54","1,44","913,71","-","210,42","0,05","3,82","1,37"
8500215,"Angu frito",99,"Não se aplica","3,43","5,28","0,02","12,39","0,64","250,52","-","22,89","0,02","0,08","2,80"
8500217,"Angu de milho ",99,"Não se aplica","2,96","5,25","0,02","11,92","0,64","239,26","-","22,42","0,02","0,08","2,78"
8500218,"Polenta ",99,"Não se aplica","3,43","5,28","0,02","12,39","0,64","250,52","-","22,89","0,02","0,08","2,80"
8500222,"Esfirra ",99,"Não se aplica","240,03","16,11","0,33","183,37","2,46","821,95","-","71,72","0,08","0,89","19,86"
8500223,"Esfirra de carne ",99,"Não se aplica","20,68","14,56","0,26","107,97","2,43","224,21","-","156,63","0,09","2,22","18,10"
8500224,"Esfirra de queijo ",99,"Não se aplica","240,03","16,11","0,33","183,37","2,46","821,95","-","71,72","0,08","0,89","19,86"
8500225,"Esfirra de ricota ",99,"Não se aplica","174,34","14,80","0,33","133,71","2,51","759,07","-","82,56","0,08","0,64","19,99"
8500226,"Esfirra de frango ",99,"Não se aplica","18,20","11,13","0,23","82,28","1,34","539,30","-","125,58","0,09","0,77","12,18"
8500227,"Enroladinho ",99,"Não se aplica","84,48","19,50","0,18","154,25","2,05","165,16","-","213,11","0,08","2,49","21,36"
8500228,"Bolinho de aipim",99,"Não se aplica","29,98","26,23","0,29","89,76","1,29","398,23","-","333,13","0,13","1,36","9,69"
8500232,"Bolinho de bacalhau",99,"Não se aplica","48,92","25,86","0,08","184,31","0,96","377,44","-","165,21","0,09","0,63","41,40"
8500302,"Cachorro-quente ",99,"Não se aplica","70,41","16,56","0,15","69,34","1,89","868,34","-","123,95","0,13","0,93","14,43"
8500303,"Hambúrguer (sanduíche)",99,"Não se aplica","93,00","24,31","0,22","101,47","2,71","472,53","-","221,58","0,18","2,16","18,50"
8500304,"Cheeseburger ",99,"Não se aplica","147,00","24,62","0,19","149,88","2,42","592,12","-","215,39","0,16","2,24","18,02"
8500305,"Eggsburger ",99,"Não se aplica","60,17","16,20","0,10","121,64","2,10","461,19","-","177,98","0,11","2,19","20,92"
8500307,"Bauru ",99,"Não se aplica","106,84","18,64","0,11","186,11","1,46","890,09","-","234,27","0,12","1,46","14,21"
8500308,"Americano",99,"Não se aplica","118,49","16,21","0,20","146,27","1,73","474,56","-","154,10","0,11","1,00","20,29"
8500313,"Misto-quente ou frio ",99,"Não se aplica","168,76","22,53","0,19","252,02","1,90","1175,68","-","235,32","0,15","1,83","16,99"
8500315,"Sanduíche de queijo prato",99,"Não se aplica","281,22","23,25","0,29","236,17","2,32","972,56","-","120,36","0,16","1,43","15,34"
8500316,"Sanduíche de salame",99,"Não se aplica","96,69","17,36","0,28","98,27","2,58","839,12","-","110,33","0,18","1,10","15,54"
8500317,"Sanduíche de presunto",99,"Não se aplica","63,46","17,85","0,20","141,52","1,86","844,22","-","223,88","0,15","1,18","13,42"
8500318,"Sanduíche de queijo prato com presunto",99,"Não se aplica","168,76","22,53","0,19","252,02","1,90","1175,68","-","235,32","0,15","1,83","16,99"
8500319,"Sanduíche de mortadela",99,"Não se aplica","103,26","18,81","0,38","104,67","2,66","824,32","-","138,46","0,19","1,22","14,66"
8500320,"Sanduíche de queijo minas",99,"Não se aplica","281,22","23,25","0,29","236,17","2,32","972,56","-","120,36","0,16","1,43","15,34"
8500321,"Cheese egg",99,"Não se aplica","147,00","24,62","0,19","149,88","2,42","592,12","-","215,39","0,16","2,24","18,02"
8500322,"Cheese tudo",99,"Não se aplica","147,00","24,62","0,19","149,88","2,42","592,12","-","215,39","0,16","2,24","18,02"
8500323,"Sanduíche natural",99,"Não se aplica","81,83","20,07","0,25","103,37","2,22","436,03","-","147,94","0,15","0,94","14,15"
8500401,"Suco ",99,"Não se aplica","7,97","10,95","0,01","13,94","0,44","1,99","-","174,27","0,06","0,07","0,10"
8500402,"Suco de abacaxi ",99,"Não se aplica","13,05","12,05","0,51","8,03","0,31","2,01","-","130,51","0,07","0,11","0,10"
8500403,"Suco de acerola ",99,"Não se aplica","10,02","12,03","0,07","9,02","0,50","3,01","-","97,24","0,09","0,10","0,10"
8500404,"Suco de beterraba ",99,"Não se aplica","17,14","11,73","0,12","31,27","0,39","28,03","-","222,58","0,04","0,16","0,47"
8500405,"Suco de cupuaçu ",99,"Não se aplica","6,50","9,00","0,04","10,50","0,25","1,50","-","165,50","0,04","0,15","-"
8500406,"Suco de goiaba ",99,"Não se aplica","2,75","3,20","0,02","5,82","0,04","0,29","-","60,91","0,03","0,03","0,17"
8500407,"Suco de laranja ",99,"Não se aplica","7,97","10,95","0,01","13,94","0,44","1,99","-","174,27","0,06","0,07","0,10"
8500408,"Suco de laranja com banana ",99,"Não se aplica","7,66","15,85","0,08","16,91","0,42","1,85","-","233,27","0,07","0,10","0,34"
8500409,"Suco de laranja e beterraba ",99,"Não se aplica","17,14","11,73","0,12","31,27","0,39","28,03","-","222,58","0,04","0,16","0,47"
8500410,"Suco de laranja e cenoura ",99,"Não se aplica","17,14","11,73","0,12","31,27","0,39","28,03","-","222,58","0,04","0,16","0,47"
8500411,"Suco de laranja cenoura e beterraba",99,"Não se aplica","17,14","11,73","0,12","31,27","0,39","28,03","-","222,58","0,04","0,16","0,47"
8500412,"Suco de mamão ",99,"Não se aplica","10,02","3,01","0,01","-","0,34","5,01","-","31,07","0,01","0,15","0,30"
8500413,"Suco de manga ",99,"Não se aplica","16,95","2,99","0,03","2,00","0,36","4,99","-","23,94","0,02","0,02","0,40"
8500414,"Suco de maracujá ",99,"Não se aplica","4,01","17,04","0,01","25,06","0,36","6,01","-","278,63","0,05","0,06","0,10"
8500415,"Suco de melão ",99,"Não se aplica","7,42","10,60","0,04","11,66","0,25","1,06","-","118,68","0,05","0,11","0,42"
8500416,"Suco de morango ",99,"Não se aplica","9,49","10,23","0,36","11,90","0,25","2,87","-","133,74","0,03","0,06","0,12"
8500417,"Suco de pêssego ",99,"Não se aplica","5,00","4,00","0,02","6,00","0,19","7,00","-","40,00","0,07","0,08","0,20"
8500418,"Suco de pêssego em calda ",99,"Não se aplica","5,00","4,00","0,02","6,00","0,19","7,00","-","40,00","0,07","0,08","0,20"
8500501,"Vitamina ",99,"Não se aplica","78,87","13,32","0,07","67,75","0,08","27,71","-","183,89","0,03","0,31","2,83"
8500503,"Vitamina de banana ",99,"Não se aplica","78,87","13,32","0,07","67,75","0,08","27,71","-","183,89","0,03","0,31","2,83"
8500504,"Vitamina de banana com aveia ",99,"Não se aplica","77,23","20,20","0,26","86,57","0,31","26,45","-","193,40","0,05","0,49","4,27"
8500505,"Vitamina de mamão ",99,"Não se aplica","85,55","9,23","0,00","65,81","0,04","29,10","-","156,10","0,01","0,30","2,81"
8500506,"Vitamina de abacate ",99,"Não se aplica","80,07","12,60","0,03","72,05","0,06","27,95","-","182,22","0,08","0,37","2,68"
8500507,"Vitamina de morango ",99,"Não se aplica","65,81","10,45","0,16","57,38","0,18","21,41","-","136,37","0,03","0,27","2,15"
8500508,"Vitamina mista",99,"Não se aplica","59,34","9,76","0,04","49,21","0,07","19,83","-","158,11","0,02","0,23","2,02"
8500509,"Vitamina de maçã",99,"Não se aplica","78,87","7,82","0,01","65,12","0,04","27,47","-","119,86","0,02","0,29","2,59"
8500601,"Refresco ",99,"Não se aplica","7,97","2,99","0,08","2,99","0,09","37,84","-","30,87","0,01","0,01","0,20"
8500602,"Refresco de caju ",99,"Não se aplica","7,97","2,99","0,08","2,99","0,09","37,84","-","30,87","0,01","0,01","0,20"
8500603,"Refresco de groselha ",99,"Não se aplica","7,97","2,99","0,08","2,99","0,09","37,84","-","30,87","0,01","0,01","0,20"
8500604,"Refresco de laranja ",99,"Não se aplica","7,97","2,99","0,08","2,99","0,09","37,84","-","30,87","0,01","0,01","0,20"
8500605,"Refresco de maracujá ",99,"Não se aplica","7,97","2,99","0,08","2,99","0,09","37,84","-","30,87","0,01","0,01","0,20"
8500606,"Refresco de limão",99,"Não se aplica","7,97","2,99","0,08","2,99","0,09","37,84","-","30,87","0,01","0,01","0,20"
8500801,"Salada ou verdura cozida, exceto de fruta",99,"Não se aplica","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
8500802,"Salada de maionese ",99,"Não se aplica","15,73","14,11","0,10","50,84","0,40","281,91","-","221,95","0,11","0,33","4,39"
8500903,"Pizza ",99,"Não se aplica","308,77","24,06","0,29","264,19","2,16","736,75","-","184,62","0,11","1,60","19,31"
8500904,"Lasanha pronta light ",99,"Não se aplica","150,19","19,89","0,16","145,82","1,46","319,00","-","206,39","0,09","1,65","15,60"
8500905,"Nhoque ",99,"Não se aplica","190,10","11,30","0,07","151,28","0,76","196,30","-","72,18","0,05","0,94","16,29"
8500906,"Caneloni",99,"Não se aplica","66,90","19,10","0,17","84,01","1,42","430,52","-","234,53","0,09","1,02","7,34"
8500907,"Capeleti ",99,"Não se aplica","48,55","16,71","0,18","70,19","1,48","499,60","-","176,19","0,08","0,83","9,21"
8500909,"Ravioli ",99,"Não se aplica","48,55","16,71","0,18","70,19","1,48","499,60","-","176,19","0,08","0,83","9,21"
8500910,"Calzone ",99,"Não se aplica","213,03","19,04","0,24","208,42","1,93","511,00","-","143,54","0,09","1,42","19,32"
8500913,"Panqueca",99,"Não se aplica","91,91","21,82","0,13","163,00","1,54","332,45","-","198,64","0,09","2,70","13,68"
8500914,"Pizza calabreza",99,"Não se aplica","223,25","22,97","0,29","220,64","2,30","762,05","-","207,60","0,11","1,46","17,44"
8500915,"Pizza muçarela",99,"Não se aplica","308,77","24,06","0,29","264,19","2,16","736,75","-","184,62","0,11","1,60","19,31"
8500916,"Pizza presunto",99,"Não se aplica","223,25","22,97","0,29","220,64","2,30","762,05","-","207,60","0,11","1,46","17,44"
8500917,"Pizza portuguesa",99,"Não se aplica","160,10","20,31","0,28","176,51","1,87","668,22","-","214,72","0,12","1,29","15,56"
8500919,"Macarronada",99,"Não se aplica","12,24","15,39","0,21","61,22","1,34","82,21","-","137,20","0,09","1,05","16,28"
8501004,"Galeto ",99,"Não se aplica","15,00","23,00","0,02","182,00","1,26","82,00","333,00","223,00","0,07","1,94","25,08"
8501104,"Costela",99,"Não se aplica","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
8501202,"Pipoca doce ou salgada ",99,"Não se aplica","8,66","66,93","0,57","160,88","1,37","505,54","-","172,51","0,15","1,43","1,04"
8501302,"Café ",99,"Não se aplica","2,00","3,00","0,02","3,00","0,01","2,00","-","49,05","0,00","0,02","-"
8501303,"Café com leite ",99,"Não se aplica","59,27","6,66","0,01","48,43","0,02","21,63","-","98,27","0,01","0,22","1,91"
8501304,"Café tipo expresso",99,"Não se aplica","4,44","4,32","0,02","3,07","0,05","4,38","-","35,86","0,01","0,01","0,13"
8501305,"Café tipo capuccino",99,"Não se aplica","4,05","3,12","0,01","1,96","0,03","50,10","-","22,94","0,01","0,02","0,11"
8501402,"Milho cozido ",99,"Não se aplica","3,15","26,01","0,16","75,00","0,45","244,96","245,00","212,05","0,05","0,61","2,90"
8501502,"Batata palito",99,"Não se aplica","13,43","33,58","0,24","67,17","0,53","8,40","380,00","550,76","0,28","0,46","6,68"
8501503,"Batata palha",99,"Não se aplica","26,55","62,50","0,72","156,21","0,72","701,61","-","448,37","0,07","0,59","33,28"
